"latitude";"longitude";"Schulnummer";"Schulname";"Schule.PLZ";"Schule.Strasse";"Schule.Hausnr";"Schule.Hausnr.2";"Kennz.Zweigstelle";"Ergebnis"
53.590678;9.873084;5661;"Stadtteilschule Lurup";22547;"Luruper Hauptstraﬂe";131;"";"keine Zweigstelle";294
53.606791;9.875306;5661;"Stadtteilschule Lurup";22547;"Veermoor";4;"";"Zweigstelle";390
53.590667;9.883701;5661;"Stadtteilschule Lurup";22547;"Vorhornweg";2;"";"Zweigstelle";218
53.580968;10.057414;5662;"Stadtteilschule Barmbek";22049;"Krausestraﬂe";53;"";"keine Zweigstelle";388
53.598455;10.037146;5662;"Stadtteilschule Barmbek";22307;"Fraenkelstraﬂe";3;"";"Zweigstelle";404
53.59288;10.051715;5662;"Stadtteilschule Barmbek";22307;"Tieloh";28;"";"Zweigstelle";337
53.557485;10.016212;5663;"Stadtteilschule Hamburg-Mitte";20099;"Rostocker Straﬂe";41;"";"keine Zweigstelle";548
53.564436;10.061195;5663;"Stadtteilschule Hamburg-Mitte";20535;"Griesstraﬂe";101;"";"Zweigstelle";536
53.462462;9.976086;5664;"Lessing-Stadtteilschule";21073;"Am Soldatenfriedhof";21;"";"keine Zweigstelle";546
53.430447;9.969711;5664;"Lessing-Stadtteilschule";21077;"Sinstorfer Weg";40;"";"Zweigstelle";274
53.633869;9.951073;5665;"Stadtteilschule Niendorf";22455;"Paul-Sorge-Straﬂe";133;"";"keine Zweigstelle";540
53.640954;9.961005;5665;"Stadtteilschule Niendorf";22455;"Sachsenweg";74;"";"Zweigstelle";349
53.634086;9.943087;5665;"Stadtteilschule Niendorf";22455;"Sethweg";56;"";"Zweigstelle";154
53.553736;9.981187;5667;"Stadtteilschule Am Hafen";20355;"Neust‰dter Straﬂe";60;"";"keine Zweigstelle";757
53.547172;9.958743;5667;"Stadtteilschule Am Hafen";20359;"Friedrichstraﬂe";55;"";"Zweigstelle";236
53.548069;9.946605;5667;"Stadtteilschule Am Hafen";22767;"Struenseestraﬂe";20;"";"Zweigstelle";184
53.474056;9.837272;5669;"Stadtteilschule Fischbek/Falkenberg";21149;"Fischbeker Moor";6;"";"keine Zweigstelle";873
53.465542;9.861688;5669;"Stadtteilschule Fischbek/Falkenberg";21149;"Heidrand";5;"";"Zweigstelle";672
53.579143;10.126091;5670;"Otto-Hahn-Schule";22043;"Jenfelder Allee";53;"";"keine Zweigstelle";1387
53.45879;9.964166;5701;"Schule Dempwolffstraﬂe";21073;"Dempwolffstraﬂe";7;"";"keine Zweigstelle";190
53.454113;9.98182;5703;"Schule Maretstraﬂe";21073;"Maretstraﬂe";50;"";"keine Zweigstelle";777
53.468202;9.954824;5704;"Schule Grumbrechtstraﬂe";21075;"Grumbrechtstraﬂe";63;"";"keine Zweigstelle";536
53.449129;9.935096;5706;"Schule In der Alten Forst";21077;"In der Alten Forst";1;"";"keine Zweigstelle";574
53.43887;10.008771;5707;"Schule Rˆnneburg";21079;"Kanzlerstraﬂe";25;"";"keine Zweigstelle";336
53.445683;9.988733;5708;"Schule Kapellenweg";21077;"Kapellenweg";63;"";"keine Zweigstelle";311
53.461602;9.973523;5710;"Schule Kerschensteinerstraﬂe";21073;"Kerschensteinerstraﬂe";16;"";"keine Zweigstelle";292
53.438539;9.964436;5713;"Schule Marmstorf";21077;"Ernst-Bergeest-Weg";54;"";"keine Zweigstelle";391
53.46912;10.036842;5714;"Schule Neuland";21079;"Neul‰nder Elbdeich";241;"";"keine Zweigstelle";99
53.426757;9.987121;5718;"Schule Scheeﬂeler Kehre";21079;"Scheeﬂeler Kehre";2;"";"keine Zweigstelle";351
53.460782;9.955604;5719;"Grundschule am Kiefernberg";21075;"Weusthoffstraﬂe";95;"";"keine Zweigstelle";449
53.440346;9.970873;5722;"Schule Elfenwiese";21077;"Elfenwiese";3;"";"keine Zweigstelle";189
53.441426;9.971192;5723;"Schule Nymphenweg";21077;"Nymphenweg";20;"";"keine Zweigstelle";61
53.474349;9.893124;5723;"Schule Nymphenweg";21147;"Hausbrucher Bahnhofstraﬂe";19;"";"Zweigstelle";34
53.499651;10.012923;5742;"Elbinselschule";21109;"Krieterstraﬂe";2;"b";"keine Zweigstelle";400
53.511984;10.017592;5742;"Elbinselschule";21109;"Rahmwerder Straﬂe";3;"";"Zweigstelle";143
53.530433;9.772281;5743;"Schule Cranz";21129;"Estebogen";3;"";"keine Zweigstelle";79
53.516576;9.980902;5744;"Ganztagsschule F‰hrstraﬂe";21107;"F‰hrstraﬂe";90;"";"keine Zweigstelle";258
53.475826;9.854381;5747;"Ganztagsgrundschule Am Johannisland";21147;"Am Johannisland";4;"";"keine Zweigstelle";334
53.474349;9.893124;5749;"Grundschule An der Haake";21147;"Hausbrucher Bahnhofstraﬂe";19;"";"Zweigstelle";60
53.476959;9.885752;5749;"Grundschule An der Haake";21147;"Lange Striepen";51;"";"keine Zweigstelle";296
53.516221;9.810279;5753;"Schule Arp-Schnitger-Stieg";21129;"Arp-Schnitger-Stieg";19;"";"keine Zweigstelle";198
53.474314;9.865248;5755;"Grundschule Neugraben - Offene Ganztagsgrundschule (GBS)";21147;"Francoper Straﬂe";32;"";"keine Zweigstelle";273
53.511029;9.991981;5761;"Schule Rotenh‰user Damm";21107;"Rotenh‰user Damm";45;"";"keine Zweigstelle";281
53.466725;9.839186;5762;"Schule Schnuckendrift";21149;"Schnuckendrift";21;"";"keine Zweigstelle";293
53.483497;10.015558;5763;"Grundschule St¸benhofer Weg";21109;"St¸benhofer Weg";20;"";"keine Zweigstelle";259
53.470458;9.816513;5768;"Schule Ohrnsweg";21149;"Ohrnsweg";52;"";"keine Zweigstelle";144
53.487154;10.024284;5773;"Schule an der Burgweide";21109;"Karl-Arnold-Ring";13;"";"keine Zweigstelle";265
53.541909;10.121221;5800;"Kurt-Kˆrber-Gymnasium";22117;"Pergamentweg";1;"";"keine Zweigstelle";512
53.465909;9.965681;5801;"Friedrich-Ebert-Gymnasium";21075;"Alter Postweg";30;"";"keine Zweigstelle";732
53.573142;10.072767;5802;"Matthias-Claudius-Gymnasium";22041;"Witthˆfftstraﬂe";8;"";"keine Zweigstelle";888
53.470099;9.864849;5803;"Gymnasium S¸derelbe";21149;"Falkenbergsweg";5;"";"keine Zweigstelle";964
53.498868;10.014853;5807;"Helmut-Schmidt-Gymnasium";21109;"Krieterstraﬂe";5;"";"keine Zweigstelle";796
53.580425;9.752499;5809;"Gymnasium Rissen";22559;"Voﬂhagen";15;"";"keine Zweigstelle";598
53.62832;10.031153;5810;"Albert-Schweitzer-Gymnasium";22337;"Struckholt";27;"";"keine Zweigstelle";1002
53.632553;10.017685;5811;"Gymnasium Alstertal";22335;"Erdkampsweg";89;"";"keine Zweigstelle";455
53.665247;10.15045;5812;"Gymnasium Buckhorn";22359;"Im Regestall";25;"";"keine Zweigstelle";1084
53.557702;9.87329;5813;"Christianeum";22605;"Otto-Ernst-Straﬂe";34;"";"keine Zweigstelle";1015
53.456653;9.943935;5814;"Heisenberg-Gymnasium";21075;"Triftstraﬂe";43;"";"keine Zweigstelle";728
53.652229;10.174189;5816;"Walddˆrfer-Gymnasium";22359;"Im Allhorn";45;"";"keine Zweigstelle";1015
53.557485;10.016212;5818;"Abendschule St. Georg";20099;"Rostocker Straﬂe";41;"";"keine Zweigstelle";557
53.558072;9.976724;5819;"Abendschule Vor dem Holstentor";20355;"Holstenglacis";6;"";"keine Zweigstelle";665
53.576337;10.04659;5820;"Hansa-Kolleg";22081;"Von-Essen-Straﬂe";82;"";"keine Zweigstelle";175
53.558072;9.976724;5821;"Studienkolleg f¸r ausl‰ndische Studierende";20355;"Holstenglacis";6;"";"keine Zweigstelle";341
53.61343;10.082805;5822;"Johannes-Brahms-Gymnasium";22179;"Hˆhnkoppelort";24;"";"keine Zweigstelle";666
53.596273;9.970411;5823;"Gymnasium Corveystraﬂe";22529;"Corveystraﬂe";6;"";"keine Zweigstelle";740
53.597401;9.89259;5824;"Goethe-Gymnasium";22547;"Rispenweg";28;"";"keine Zweigstelle";825
53.573619;9.855715;5825;"Lise-Meitner-Gymnasium";22549;"Knabeweg";3;"";"keine Zweigstelle";797
53.641755;9.961342;5829;"Gymnasium Ohmoor";22455;"Sachsenweg";76;"";"keine Zweigstelle";1248
53.550459;9.921152;5830;"Gymnasium Altona";22763;"Bleickenallee";5;"";"Zweigstelle";1016
53.563178;9.807748;5831;"Gymnasium Blankenese";22587;"Oesterleystraﬂe";27;"";"keine Zweigstelle";1014
53.48524;10.155336;5832;"Gymnasium Allermˆhe";21035;"Walter-Rothenburg-Weg";41;"";"keine Zweigstelle";676
53.600072;10.043238;5834;"Margaretha-Rothe-Gymnasium";22307;"Langenfort";5;"";"keine Zweigstelle";803
53.670175;10.032949;5835;"Gymnasium Heidberg";22417;"Fritz-Schumacher-Allee";200;"";"keine Zweigstelle";892
53.611397;10.159538;5837;"Gymnasium Oldenfelde";22143;"Birrenkovenallee";12;"";"keine Zweigstelle";866
53.507496;10.194807;5838;"Gymnasium Bornbrook";21031;"Schulenburgring";4;"";"keine Zweigstelle";939
53.431391;9.967661;5839;"Immanuel-Kant-Gymnasium";21077;"Am Pavillon";15;"";"keine Zweigstelle";592
53.438867;9.992444;5840;"Alexander-von-Humboldt-Gymnasium";21079;"Rˆnneburger Straﬂe";50;"";"keine Zweigstelle";749
53.571509;9.805547;5841;"Marion Dˆnhoff Gymnasium";22587;"Willhˆden";74;"";"keine Zweigstelle";827
53.583513;9.9627;5842;"Gymnasium Hoheluft";20253;"Christian-Fˆrster-Straﬂe";19;"";"keine Zweigstelle";317
53.585214;9.984244;5844;"Gymnasium Eppendorf";20249;"Hegestraﬂe";35;"";"keine Zweigstelle";869
53.493376;10.220123;5845;"Hansa-Gymnasium Bergedorf";21029;"Hermann-Distel-Straﬂe";25;"";"keine Zweigstelle";784
53.573196;9.966485;5846;"Gymnasium Kaiser-Friedrich-Ufer";20259;"Kaiser-Friedrich-Ufer";6;"";"keine Zweigstelle";861
53.502833;10.202366;5847;"Gymnasium Lohbr¸gge";21031;"An der Twiete";23;"";"Zweigstelle";557
53.503981;10.212133;5847;"Gymnasium Lohbr¸gge";21031;"Binnenfeldredder";5;"";"keine Zweigstelle";535
53.492154;10.228389;5848;"Luisen-Gymnasium Bergedorf";21029;"Reinbeker Weg";76;"";"keine Zweigstelle";992
53.654752;10.068325;5849;"Carl-von-Ossietzky-Gymnasium";22399;"M¸ssenredder";59;"";"keine Zweigstelle";979
53.659342;10.101415;5850;"Gymnasium Oberalster";22395;"Alsterredder";26;"";"keine Zweigstelle";843
53.554025;10.04585;5853;"Gymnasium Hamm";20537;"Ebelingplatz";8;"";"keine Zweigstelle";621
53.531992;9.874057;5856;"Gymnasium Finkenwerder";21129;"Norderschulweg";18;"";"keine Zweigstelle";451
53.608157;9.912876;5859;"Gymnasium Dˆrpsweg";22527;"Dˆrpsweg";10;"";"keine Zweigstelle";686
53.60073;9.924314;5860;"Albrecht-Thaer-Gymnasium";22527;"Wegenkamp";3;"";"keine Zweigstelle";661
53.571832;10.078702;5862;"Charlotte-Paulsen-Gymnasium";22041;"Neumann-Reichardt-Straﬂe";20;"";"keine Zweigstelle";897
53.573734;9.973136;5863;"Emilie-W¸stenfeld-Gymnasium";20144;"Bundesstraﬂe";78;"";"keine Zweigstelle";959
53.573769;9.975176;5864;"Helene Lange Gymnasium";20144;"Bogenstraﬂe";32;"";"keine Zweigstelle";905
53.555856;10.024679;5866;"Gymnasium Klosterschule";20099;"Westphalensweg";7;"";"keine Zweigstelle";972
53.56904;10.029979;5868;"Gymnasium Lerchenfeld";22081;"Lerchenfeld";10;"";"keine Zweigstelle";789
53.601342;10.146019;5869;"Gymnasium Rahlstedt";22147;"Scharbeutzer Straﬂe";36;"";"keine Zweigstelle";876
53.574571;9.996069;5872;"Wilhelm-Gymnasium";20149;"Klosterstieg";17;"";"keine Zweigstelle";687
53.554924;9.940882;5881;"Gymnasium Allee";22765;"Max-Brauer-Allee";83;"";"keine Zweigstelle";909
53.622377;9.93867;5882;"Gymnasium Bondenwald";22453;"Bondenwald";14;"";"keine Zweigstelle";903
53.612985;10.10917;5885;"Gymnasium Farmsen";22159;"Swebenhˆhe";50;"";"keine Zweigstelle";663
53.589918;10.007241;5886;"Gelehrtenschule des Johanneums";22301;"Maria-Louisen-Straﬂe";114;"";"keine Zweigstelle";823
53.554526;9.876069;5887;"Gymnasium Hochrad";22605;"Hochrad";2;"";"keine Zweigstelle";955
53.605693;9.99921;5888;"Heilwig-Gymnasium";22297;"Wilhelm-Metzger-Straﬂe";4;"";"keine Zweigstelle";795
53.623683;10.150289;5890;"Gymnasium Meiendorf";22145;"Schierenberg";60;"";"keine Zweigstelle";995
53.553799;9.883439;5891;"Gymnasium Othmarschen";22605;"Walderseestraﬂe";99;"";"keine Zweigstelle";991
53.66482;10.075138;5894;"Heinrich-Heine-Gymnasium";22399;"Harksheider Straﬂe";70;"";"keine Zweigstelle";835
53.630496;10.097985;5895;"Gymnasium Grootmoor";22175;"Am Damm";47;"";"keine Zweigstelle";1256
53.693602;10.141927;5896;"Gymnasium Ohlstedt";22397;"Sthamerstraﬂe";55;"";"keine Zweigstelle";742
53.601444;10.093882;5897;"Gymnasium Osterbek";22179;"Turnierstieg";24;"";"keine Zweigstelle";680
53.566299;10.105827;5898;"Gymnasium Marienthal";22043;"Holstenhofweg";86;"";"keine Zweigstelle";907
53.646011;10.039693;5899;"Gymnasium Hummelsb¸ttel";22339;"Hummelsb¸ttler Hauptstraﬂe";107;"";"keine Zweigstelle";690
53.551323;10.018785;7703;"Privates Gymnasium Brecht";20097;"Norderstraﬂe";163;"";"keine Zweigstelle";452
53.551323;10.018785;7703;"Privates Gymnasium Brecht";20097;"Norderstraﬂe";163;"";"Zweigstelle";23
53.675763;10.135348;7706;"Christophorus-Schule";22395;"Bergstedter Chaussee";205;"";"keine Zweigstelle";161
53.552181;9.861278;7707;"Raphael-Schule";22609;"Quellental";25;"";"keine Zweigstelle";114
53.481237;10.241444;7708;"Montessorischule Hamburg-Bergedorf";21029;"August-Bebel-Straﬂe";196;"";"keine Zweigstelle";96
53.551323;10.018785;7714;"Private Stadtteilschule Brecht";20097;"Norderstraﬂe";163;"";"keine Zweigstelle";237
53.551323;10.018785;7715;"Private Grundschule Brecht";20097;"Norderstraﬂe";163;"";"keine Zweigstelle";278
53.557588;10.016881;7801;"Stadtteilschule St. Georg";20099;"Rostocker Straﬂe";62;"";"keine Zweigstelle";135
53.566067;9.957488;7909;"Christian-Morgenstern-Schule (Grundschule)";22769;"Heinrichstraﬂe";14;"";"keine Zweigstelle";106
53.591815;10.181102;7910;"Neue Schule Hamburg";22149;"Schimmelreiterweg";11;"";"keine Zweigstelle";79
53.555043;9.932399;7911;"Bugenhagen-Schule Ottensen, Evangelische Grundschule an der Osterkirche";22765;"Bei der Osterkirche";17;"";"keine Zweigstelle";68
53.597083;10.048826;7915;"Alsterring Gymnasium";22307;"Wittenkamp";15;"";"keine Zweigstelle";105
53.56818;9.967598;7916;"monaddrei-Schule Hamburg";20357;"Sch‰ferkampsallee";27;"";"keine Zweigstelle";78
53.618437;10.027635;7917;"Zukunftsschule Alsterpalais (Grundschule)";22337;"Alsterdorfer Straﬂe";523;"";"keine Zweigstelle";92
53.547471;10.026832;7918;"Bilinguale Grundschule PHORMS Hamburg";20097;"Wendenstraﬂe";35;"";"keine Zweigstelle";181
53.605955;9.978758;7920;"Moderne Schule Hamburg (Grundschule)";22453;"Brˆdermannsweg";17;"";"keine Zweigstelle";117
53.605955;9.978758;7921;"Moderne Schule Hamburg (Gymnasium)";22453;"Brˆdermannsweg";17;"";"keine Zweigstelle";72
53.587656;10.033699;7924;"OKO Private School Talent-Schule Hamburg";22303;"Saarlandstraﬂe";30;"";"keine Zweigstelle";83
53.604651;9.958291;8003;"LycÈe FranÁais de Hambourg 'Antoine de St. ExupÈry' (Gymnasium)";22529;"Hartsprung";23;"";"keine Zweigstelle";377
53.568604;9.983829;8004;"Joseph-Carlebach-Schule (Grundschule)";20146;"Grindelhof";30;"";"keine Zweigstelle";95
53.568604;9.983829;8007;"Joseph-Carlebach-Schule (Stadtteilschule)";20146;"Grindelhof";30;"";"keine Zweigstelle";61
53.61493;10.11409;8008;"August-Hermann-Francke-Schule Farmsen";22159;"August-Krogmann-Straﬂe";115;"";"keine Zweigstelle";143
53.573096;10.028614;8012;"August-Hermann-Francke-Schule Uhlenhorst";22083;"Bachstraﬂe";13;"";"keine Zweigstelle";324
53.604651;9.958291;8013;"LycÈe FranÁais de Hambourg 'Antoine de St. ExupÈry' (Grundschule)";22529;"Hartsprung";23;"";"keine Zweigstelle";360
53.561839;9.907676;8014;"August-Hermann-Francke-Schule Bahrenfeld";22761;"H‰ndelstraﬂe";11;"";"keine Zweigstelle";90
53.628877;10.133665;8015;"August-Hermann-Francke-Schule Berne";22159;"Berner Allee";20;"";"keine Zweigstelle";109
53.48311;10.201288;8016;"August-Hermann-Francke-Schule Bergedorf";21035;"Glasbl‰serhˆfe";2;"";"keine Zweigstelle";47
53.602925;10.126533;8101;"Rudolf-Steiner-Schule Wandsbek";22159;"Rahlstedter Weg";60;"";"keine Zweigstelle";860
53.549091;9.856721;8102;"Rudolf-Steiner-Schule Nienstedten";22609;"Elbchaussee";366;"";"keine Zweigstelle";477
53.569688;10.063392;8106;"Friedrich-Robbe-Institut";22041;"B‰renallee";15;"";"keine Zweigstelle";89
53.676245;10.136042;8112;"Rudolf-Steiner-Schule Bergstedt";22395;"Bergstedter Chaussee";207;"";"keine Zweigstelle";463
53.550428;9.921778;8113;"Rudolf-Steiner-Schule Altona";22763;"Bleickenallee";1;"";"keine Zweigstelle";400
53.460973;9.889956;8114;"Rudolf-Steiner-Schule Harburg";21149;"Ehestorfer Heuweg";82;"";"keine Zweigstelle";450
53.484929;10.217051;8115;"Rudolf-Steiner-Schule Bergedorf";21029;"Am Brink";7;"";"keine Zweigstelle";416
53.465547;9.959397;8117;"Michael Schule";21075;"Woellmerstraﬂe";1;"";"keine Zweigstelle";93
53.627406;10.122948;8118;"Haus des Lernens";22159;"Lienaustraﬂe";14;"";"keine Zweigstelle";17
53.554501;10.069192;8201;"Wichern-Schule (Stadtteilschule)";22111;"Horner Weg";164;"";"keine Zweigstelle";510
53.554501;10.069192;8202;"Wichern-Schule (Gymnasium)";22111;"Horner Weg";164;"";"keine Zweigstelle";629
53.554501;10.069192;8204;"Wichern-Schule (Grundschule)";22111;"Horner Weg";164;"";"keine Zweigstelle";298
53.562403;9.854976;8301;"Jenisch-Gymnasium";22609;"Jenischstraﬂe";48;"";"keine Zweigstelle";304
53.547471;10.026832;8302;"Bilinguales Gymnasium Phorms Hamburg";20097;"Wendenstraﬂe";35;"";"keine Zweigstelle";84
53.551323;10.018785;8405;"Privates Abendgymnasium Brecht";20097;"Norderstraﬂe";163;"";"keine Zweigstelle";300
53.566067;9.957488;8501;"Christian- Morgenstern- Schule (Stadtteilschule)";22769;"Heinrichstraﬂe";14;"";"keine Zweigstelle";116
53.618437;10.027635;8502;"Zukunftsschule Alsterpalais (Stadtteilschule)";22337;"Alsterdorfer Straﬂe";523;"";"keine Zweigstelle";49
